Año,Kilómetraje,Precio,Lugar,Negociacion,Categoría,Marca,Subtipo,Modelo,Publicación,Recorrido,Vidrios,Transmisión,Combustible,Sistema de climatización,Tracción,Color,Último número de la placa,Dirección,Motor(cilindraje),Tapizado,Placa,Tipo de Motor,Entrada desde,Cuotas desde,Número de cuotas
2020,70,11.500,Quito,Negociable,USED,Chery,Van,Practivan,,,,,,,,,,,,,,,,,
2015,158351,12.900,Quito,Fijo,USED,Chevrolet,Sedán,Aveo Emotion Advance,,,,,,,,,,,,,,,,,
2018,120242,18.900,Quito,Fijo,USED,Great Wall,Todoterreno,Hover H5 Full,,,,,,,,,,,,,,,,,
2002,300,4.900,Quito,Fijo,USED,Chevrolet,Sedán,Vectra,,,,,,,,,,,,,,,,,
2011,145000,12.600,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Sport,,,,,,,,,,,,,,,,,
2022,10000,15.100,Quito,Negociable,USED,Chevrolet,Sedán,Beat,,,,,,,,,,,,,,,,,
2014,100000,12.900,Quito,Negociable,USED,Nissan,Sedán,Sentra,,,,,,,,,,,,,,,,,
2021,36003,24.400,Quito,Negociable,USED,Toyota,Sedán,COROLLA HV SEG AC,,,,,,,,,,,,,,,,,
2013,188000,45.900,Quito,Negociable,USED,Toyota,Todoterreno,4 Runner SR5,,,,,,,,,,,,,,,,,
2019,88000,16.600,Quito,Negociable,USED,Kia,Sedán,RIO LX,,,,,,,,,,,,,,,,,
2021,55000,12.600,Quito,Negociable,USED,Chery,Sedán,Arrizo 3,,,,,,,,,,,,,,,,,
2021,1700,24.900,Quito,Negociable,USED,Mazda,Crossover,CX-3,,,,,,,,,,,,,,,,,
2014,82000,14.900,Quito,Negociable,USED,Volkswagen,Sedán,Jetta,,,,,,,,,,,,,,,,,
2014,82000,14.900,Quito,Negociable,USED,Volkswagen,Sedán,New Jetta,,,,,,,,,,,,,,,,,
2019,88000,16.600,Quito,Negociable,USED,Kia,Sedán,Rio R,,,,,,,,,,,,,,,,,
2011,141600,23.200,Quito,Negociable,USED,Audi,Todoterreno,Q5,,,,,,,,,,,,,,,,,
2007,145000,18.900,Quito,Negociable,USED,Ford,Todoterreno,Expedition Eddie Bauer,,,,,,,,,,,,,,,,,
2020,24000,20.900,Quito,Negociable,USED,Chery,Van,Practivan,#1718438,70 Kms,Eléctricos,Manual,Gasolina,,4 x 2,Plata,6,,1173,,Pichincha,1.2,,,
2013,144786,13.900,Cuenca,Negociable,USED,Renault,Todoterreno Ligero,Duster Intens 1.3,,,,,,,,,,,,,,,,,
2018,52310,95.900,Quito,Fijo,USED,Chevrolet,Convertible,Camaro,,,,,,,,,,,,,,,,,
2020,0,14.900,Quito,Negociable,NEW,Great Wall,Hatchback (5 Puertas),M4 Luxury,,,,,,,,,,,,,,,,,
1998,212000,7.300,Quito,Negociable,USED,Ford,Todoterreno,Explorer 5P,,,,,,,,,,,,,,,,,
2019,14512,63.000,Guayaquil,Negociable,USED,Mercedes Benz,Hatchback (5 Puertas),A 200,,,,,,,,,,,,,,,,,
2018,63812,68.000,Guayaquil,Negociable,USED,Ford,Camioneta Doble Cabina,F150 XLT Lariat,,,,,,,,,,,,,,,,,
2008,270987,20.400,Cuenca,Negociable,USED,Mitsubishi,Todoterreno,Montero 5P,,,,,,,,,,,,,,,,,
2015,127723,22.500,Guayaquil,Negociable,USED,Nissan,Todoterreno,X-Trail Sense,,,,,,,,,,,,,,,,,
2004,138504,10.200,Quito,Negociable,USED,Ford,Van,Freestar,,,,,,,,,,,,,,,,,
1980,52870,25.000,Quito,Negociable,USED,Toyota,Todoterreno,Land Cruiser FJ40,,,,,,,,,,,,,,,,,
2014,147053,70.000,Guayaquil,Negociable,USED,Toyota,Todoterreno,FJ Cruiser,,,,,,,,,,,,,,,,,
2016,75623,80.000,Guayaquil,Negociable,USED,Chevrolet,Camioneta Doble Cabina,Silverado Z71,,,,,,,,,,,,,,,,,
2001,228000,8.700,Quito,Negociable,USED,Ford,Camioneta Cabina Simple,F150,,,,,,,,,,,,,,,,,
2001,323972,8.400,Quito,Negociable,USED,Ford,Todoterreno,Explorer Eddie Bauer,,,,,,,,,,,,,,,,,
2014,104000,13.900,Quito,Negociable,USED,Chevrolet,Sedán,Cruze,,,,,,,,,,,,,,,,,
2019,44946,29.600,Quito,Negociable,USED,Kia,Todoterreno,SPORTAGE R GTI,,,,,,,,,,,,,,,,,
2006,209964,12.500,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Classic,,,,,,,,,,,,,,,,,
2001,323972,8.400,Quito,Negociable,USED,Ford,Todoterreno,Explorer 5P,,,,,,,,,,,,,,,,,
2005,220000,11.700,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,Sport Track,,,,,,,,,,,,,,,,,
1998,213000,9.900,Quito,Negociable,USED,Ford,Todoterreno,Expedition Eddie Bauer,,,,,,,,,,,,,,,,,
1977,148000,33.800,Quito,Negociable,USED,Mercedes Benz,Sedán,280 SLC,,,,,,,,,,,,,,,,,
1984,728000,7.900,Quito,Negociable,USED,Nissan,Todoterreno,Patrol,,,,,,,,,,,,,,,,,
1955,100000,29.000,Quito,Negociable,USED,GMC,Camioneta Cabina Simple,Apache,,,,,,,,,,,,,,,,,
2010,200000,23.900,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x4 Diesel,,,,,,,,,,,,,,,,,
2018,40499,26.300,Quito,Fijo,USED,Hyundai,Todoterreno,Tucson,,,,,,,,,,,,,,,,,
2020,24000,20.900,Quito,Negociable,USED,Soueast,Todoterreno,DX7 Prime,,,,,,,,,,,,,,,,,
2018,76025,22.200,Quito,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,
2019,61416,22.000,Cuenca,Negociable,USED,Hyundai,Todoterreno,Creta,,,,,,,,,,,,,,,,,
2019,88000,16.600,Quito,Negociable,USED,Kia,Sedán,Rio,,,,,,,,,,,,,,,,,
2018,115532,14.900,Quito,Fijo,USED,Volkswagen,Sedán,Polo,,,,,,,,,,,,,,,,,
2021,55000,12.600,Quito,Negociable,USED,Chery,Sedán,Arrizo 3,,,,,,,,,,,,,,,,,
2013,167000,15.400,Quito,Fijo,USED,Mazda,Camioneta Doble Cabina,BT-50,,,,,,,,,,,,,,,,,
2013,167000,15.400,Quito,Fijo,USED,Mazda,Camioneta Doble Cabina,BT-50 CD 4x2,,,,,,,,,,,,,,,,,
2008,148000,9.900,Quito,Fijo,USED,Kia,Sedán,Rio Xcite,,,,,,,,,,,,,,,,,
2021,20000,16.900,Quito,Negociable,USED,Ford,Todoterreno,Explorer 5P,#1723537,323972 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 4,Crema,2,Hidráulica,3200,Tela,Imbabura,,,,
2018,78860,14.900,Quito,Negociable,USED,Volkswagen,Hatchback (3 Puertas),Polo,,,,,,,,,,,,,,,,,
2014,129000,14.900,Quito,Negociable,USED,Nissan,Todoterreno,Qashqai,,,,,,,,,,,,,,,,,
2022,27000,22.400,Quito,Negociable,USED,Chery,Todoterreno,Tiggo 7,,,,,,,,,,,,,,,,,
2019,88000,19.300,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ 2.4,,,,,,,,,,,,,,,,,
2010,213385,11.900,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara 3P,,,,,,,,,,,,,,,,,
2015,138000,15.000,Quito,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara 5p 4x2,,,,,,,,,,,,,,,,,
2020,33000,29.900,Quito,Negociable,USED,Kia,Todoterreno,Sportage LX,,,,,,,,,,,,,,,,,
2018,73000,17.900,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
2017,138048,13.900,Quito,Fijo,USED,Nissan,Sedán,Versa,,,,,,,,,,,,,,,,,
2019,81044,11.900,Quito,Fijo,USED,Zotye,Sedán,Z560,,,,,,,,,,,,,,,,,
2006,190652,7.900,Quito,Fijo,USED,Ford,Todoterreno Ligero,ESCAPE XLS,,,,,,,,,,,,,,,,,
2013,144786,13.900,Cuenca,Negociable,USED,Renault,Todoterreno,Duster 2.0,,,,,,,,,,,,,,,,,
2020,45000,14.900,Quito,Negociable,USED,Kia,Sedán,Soluto,,,,,,,,,,,,,,,,,
1998,155088,18.900,Cuenca,Negociable,USED,Mitsubishi,Todoterreno,Montero 5P,,,,,,,,,,,,,,,,,
2012,162042,15.900,Cuenca,Negociable,USED,Mahindra,Camioneta Doble Cabina,Pick UP CD,,,,,,,,,,,,,,,,,
2019,46000,23.900,Quito,Negociable,USED,Mazda,Hatchback (5 Puertas),CX-3 Full,,,,,,,,,,,,,,,,,
2022,17498,69.500,Quito,Negociable,USED,Kia,Todoterreno,Sorento,,,,,,,,,,,,,,,,,
2014,147828,14.900,Quito,Fijo,USED,Ford,Todoterreno,Ecosport,,,,,,,,,,,,,,,,,
2002,312826,18.900,Quito,Fijo,USED,Ford,Camioneta Cabina Simple,F350,,,,,,,,,,,,,,,,,
2008,149000,9.900,Quito,Fijo,USED,Kia,Sedán,Rio,,,,,,,,,,,,,,,,,
2013,167000,15.400,Quito,Fijo,USED,Mazda,Camioneta Doble Cabina,BT-50,,,,,,,,,,,,,,,,,
2016,107353,25.900,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Exclusive,,,,,,,,,,,,,,,,,
2019,46000,23.900,Quito,Fijo,USED,Mazda,Hatchback (5 Puertas),CX-3,,,,,,,,,,,,,,,,,
2010,195000,8.300,Quito,Negociable,USED,Renault,Sedán,Logan,,,,,,,,,,,,,,,,,
2011,274252,15.900,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CD 3.5 V6,,,,,,,,,,,,,,,,,
2016,96223,13.900,Cuenca,Negociable,USED,Chevrolet,Sedán,Aveo Emotion GLS,,,,,,,,,,,,,,,,,
2013,172527,10.900,Quito,Fijo,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2020,23255,16.600,Cuenca,Negociable,USED,Peugeot,Sedán,301,,,,,,,,,,,,,,,,,
2019,36000,19.300,Quito,Negociable,USED,Chery,Todoterreno,Tiggo 7,,,,,,,,,,,,,,,,,
2010,142000,10.500,Quito,Negociable,USED,Volkswagen,Hatchback (5 Puertas),Gol Power,,,,,,,,,,,,,,,,,
2004,241871,17.300,Cuenca,Negociable,USED,Toyota,Todoterreno,4 Runner,,,,,,,,,,,,,,,,,
2013,243850,20.300,Cuenca,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
1993,104863,11.900,Quito,Fijo,USED,BMW,Sedán,325i,,,,,,,,,,,,,,,,,
2018,72000,17.800,Quito,Fijo,USED,Hyundai,Sedán,Ioniq Hybrid,,,,,,,,,,,,,,,,,
2021,0,31.900,Quito,Negociable,NEW,Ford,Todoterreno,Ecosport,#1716083,147828 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Negro,2,Hidráulica,2000,Tela,Pichincha,,,,
2016,92714,39.900,Cuenca,Negociable,USED,Ford,Todoterreno,Explorer Limited,,,,,,,,,,,,,,,,,
2021,16753,18.900,Cuenca,Negociable,USED,Peugeot,Hatchback (5 Puertas),208 Griffe,,,,,,,,,,,,,,,,,
2017,29229,12.900,Cuenca,Fijo,USED,Chevrolet,Hatchback (5 Puertas),SAIL LTZ,,,,,,,,,,,,,,,,,
2019,60065,19.600,Cuenca,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ 2.4,,,,,,,,,,,,,,,,,
2014,93000,17.400,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Xtreme,,,,,,,,,,,,,,,,,
2019,51698,13.700,Cuenca,Negociable,USED,Kia,Hatchback (5 Puertas),Picanto R,,,,,,,,,,,,,,,,,
2014,71000,16.900,Quito,Fijo,USED,Citroen,Hatchback (3 Puertas),DS3,,,,,,,,,,,,,,,,,
2022,13466,16.300,Cuenca,Negociable,USED,Chevrolet,Hatchback (5 Puertas),SAIL LTZ,,,,,,,,,,,,,,,,,
2017,88000,20.900,Quito,Fijo,USED,Mazda,Hatchback (5 Puertas),3,,,,,,,,,,,,,,,,,
2017,90000,22.400,Quito,Fijo,USED,Mazda,Sedán,6,,,,,,,,,,,,,,,,,
2018,91099,31.600,Cuenca,Negociable,USED,Volkswagen,Todoterreno,Tiguan,,,,,,,,,,,,,,,,,
2022,34000,25.900,Cuenca,Negociable,USED,Great Wall,Camioneta Doble Cabina,Wingle 7 Diesel,,,,,,,,,,,,,,,,,
2019,32000,37.900,Quito,Fijo,USED,Honda,Todoterreno,CR-V,,,,,,,,,,,,,,,,,
2019,45593,24.300,Cuenca,Negociable,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,,,,
2015,122066,35.600,Cuenca,Negociable,USED,Ford,Camioneta Doble Cabina,F150 XLT SC,,,,,,,,,,,,,,,,,
2010,107553,24.900,Cuenca,Negociable,USED,GMC,Camioneta Cabina Simple,Sierra,,,,,,,,,,,,,,,,,
1991,101472,14.900,Cuenca,Negociable,USED,Mazda,Coupé,323 Hei,,,,,,,,,,,,,,,,,
2016,96223,13.900,Cuenca,Negociable,USED,Chevrolet,Sedán,Aveo Emotion Advance,,,,,,,,,,,,,,,,,
2019,68036,12.900,Cuenca,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2016,92714,39.900,Cuenca,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2015,122066,35.600,Cuenca,Negociable,USED,Ford,Camioneta Doble Cabina,F150 FX4,,,,,,,,,,,,,,,,,
2022,13466,16.300,Cuenca,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
2023,0,25.990,Quito,Fijo,NEW,JMC,Camioneta Doble Cabina,VIGUS PLUS,,,,,,,,,,,,,,,,,
2017,49141,23.900,Cuenca,Negociable,USED,Mitsubishi,Todoterreno,Outlander Sport,,,,,,,,,,,,,,,,,
2019,45593,24.300,Cuenca,Negociable,USED,Kia,Todoterreno,SPORTAGE SL,,,,,,,,,,,,,,,,,
2013,197722,8.900,Quito,Fijo,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2018,51116,38.900,Cuenca,Negociable,USED,Ford,Todoterreno,Edge ST,,,,,,,,,,,,,,,,,
2015,122066,34.600,Cuenca,Negociable,USED,Ford,Camioneta Doble Cabina,F150 XLT CD,,,,,,,,,,,,,,,,,
2010,107553,23.900,Cuenca,Negociable,USED,GMC,Camioneta Doble Cabina,Sierra Hibrido,,,,,,,,,,,,,,,,,
2016,113222,16.900,Cuenca,Negociable,USED,Suzuki,Hatchback (5 Puertas),Grand Vitara SZ,,,,,,,,,,,,,,,,,
2022,34000,25.900,Cuenca,Negociable,USED,Great Wall,Camioneta Cabina Simple,WINGLE 7 2.0 CD 4X4 DIESEL,,,,,,,,,,,,,,,,,
2019,13000,26.900,Quito,Negociable,USED,Ssangyong,Todoterreno,Musso,,,,,,,,,,,,,,,,,
2019,32000,37.900,Quito,Fijo,USED,Honda,Todoterreno,CR-V,,,,,,,,,,,,,,,,,
2017,88000,20.900,Quito,Fijo,USED,Mazda,Hatchback (5 Puertas),3,,,,,,,,,,,,,,,,,
2017,91000,22.400,Quito,Fijo,USED,Chevrolet,Sedán,Aveo Emotion Advance,#1706435,96223 Kms,Manuales,Manual,Gasolina,Aire Acondicionado,4 x 2,Plomo,7,,1600,Tela,Pichincha,1.6,,,
2021,16753,18.900,Cuenca,Negociable,USED,Peugeot,Hatchback (5 Puertas),208,,,,,,,,,,,,,,,,,
2018,91099,31.600,Cuenca,Negociable,USED,Volkswagen,Todoterreno,Tiguan,,,,,,,,,,,,,,,,,
2010,194128,6.900,Quito,Fijo,USED,Skoda,Sedán,Octavia,,,,,,,,,,,,,,,,,
2018,62851,25.900,Quito,Fijo,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
2015,119093,11.900,Quito,Fijo,USED,Nissan,Sedán,Tiida,,,,,,,,,,,,,,,,,
2015,110333,38.900,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150,,,,,,,,,,,,,,,,,
2018,62798,65.900,Cuenca,Negociable,USED,Ford,Camioneta Doble Cabina,F150 Lariat,,,,,,,,,,,,,,,,,
2023,20000,15.900,Quito,Negociable,USED,Shineray,Van Pasajeros,X30L,,,,,,,,,,,,,,,,,
1991,101472,14.900,Cuenca,Negociable,USED,Mazda,Hatchback (3 Puertas),323,,,,,,,,,,,,,,,,,
2017,29229,12.900,Cuenca,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
2015,160206,13.900,Quito,Fijo,USED,Chevrolet,Todoterreno,Captiva Sport,,,,,,,,,,,,,,,,,
2022,15000,12.900,Quito,Fijo,USED,Chevrolet,Sedán,Beat,,,,,,,,,,,,,,,,,
2003,202296,16.900,Quito,Fijo,USED,Mercedes Benz,Todoterreno,ML 500 AMG,,,,,,,,,,,,,,,,,
1979,300,5.900,Quito,Fijo,USED,Chevrolet,Sedán,Nova,,,,,,,,,,,,,,,,,
2008,250000,8.900,Quito,Negociable,USED,Ford,Todoterreno,Ecosport,,,,,,,,,,,,,,,,,
1999,220000,5.200,Quito,Negociable,USED,Volkswagen,Hatchback (5 Puertas),GOL 1.6,,,,,,,,,,,,,,,,,
2023,7500,17.900,Quito,Negociable,USED,Chevrolet,Sedán,ONIX,,,,,,,,,,,,,,,,,
2009,197976,7.900,Quito,Fijo,USED,Hyundai,Hatchback (5 Puertas),i10,,,,,,,,,,,,,,,,,
2002,324302,10.900,Quito,Fijo,USED,Chevrolet,Todoterreno,Rodeo,,,,,,,,,,,,,,,,,
2017,72000,16.900,Quito,Negociable,USED,Hyundai,Sedán,Ioniq Hybrid,,,,,,,,,,,,,,,,,
1998,210000,8.400,Quito,Negociable,USED,Nissan,Todoterreno,Pathfinder,,,,,,,,,,,,,,,,,
2015,78000,14.900,Quito,Negociable,USED,Great Wall,Todoterreno,H5 Turbo,,,,,,,,,,,,,,,,,
2019,59000,22.900,Quito,Negociable,USED,Kia,Todoterreno,SPORTAGE SL,,,,,,,,,,,,,,,,,
2015,160278,28.900,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux SR5,,,,,,,,,,,,,,,,,
2008,162000,9.000,Quito,Negociable,USED,Skoda,Sedán,Octavia,,,,,,,,,,,,,,,,,
2012,120190,17.900,Quito,Fijo,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,
2006,220000,11.900,Quito,Negociable,USED,Nissan,Camioneta Doble Cabina,Frontier,,,,,,,,,,,,,,,,,
2021,30402,24.900,Quito,Fijo,USED,Toyota,Sedán,COROLLA HV SEG AC,,,,,,,,,,,,,,,,,
2008,306039,6.900,Quito,Fijo,USED,Fiat,Utilitario,Fiorino Fire,,,,,,,,,,,,,,,,,
2008,223315,12.900,Quito,Fijo,USED,Ford,Camioneta Doble Cabina,Explorer Sport 4X4,,,,,,,,,,,,,,,,,
2012,158943,13.900,Quito,Fijo,USED,Chevrolet,Sedán,Cruze,,,,,,,,,,,,,,,,,
2013,180648,13.900,Quito,Fijo,USED,Chevrolet,Camioneta Cabina Simple,LUV  D-MAX  CS OPTIMA,,,,,,,,,,,,,,,,,
2015,94000,18.500,Quito,Negociable,USED,Volkswagen,Hatchback (5 Puertas),Golf,,,,,,,,,,,,,,,,,
2018,137000,16.900,Quito,Negociable,USED,Peugeot,Van de Carga,PARTNER PRO LG,,,,,,,,,,,,,,,,,
2023,1900,14.900,Quito,Negociable,USED,Hyundai,Hatchback (5 Puertas),i10,#1712851,197976 Kms,Manuales,Manual,Gasolina,Calefacción,4 x 2,Plata,7,Mecánica,1100,Tela,Imbabura,,,,
2023,19000,14.900,Quito,Negociable,USED,Renault,Hatchback (5 Puertas),Zen Ac,,,,,,,,,,,,,,,,,
2019,107378,11.800,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
2005,339339,5.900,Quito,Fijo,USED,Fiat,Hatchback (3 Puertas),Uno Fire,,,,,,,,,,,,,,,,,
2014,231637,11.900,Quito,Fijo,USED,Nissan,Sedán,Versa,,,,,,,,,,,,,,,,,
2011,135900,11.900,Quito,Fijo,USED,Volkswagen,Sedán,JETTA EUROPA 2.0,,,,,,,,,,,,,,,,,
2023,83,28.990,Quito,Negociable,USED,JAC,Camioneta Doble Cabina,T8,,,,,,,,,,,,,,,,,
2004,273000,16.900,Quito,Negociable,USED,Toyota,Todoterreno,Land Cruiser Prado VX,,,,,,,,,,,,,,,,,
2018,84039,18.400,Quito,Negociable,USED,Hyundai,Sedán,Ioniq Limited,,,,,,,,,,,,,,,,,
2017,94052,13.600,Quito,Negociable,USED,Volkswagen,Sedán,Polo Classic,,,,,,,,,,,,,,,,,
2017,94052,13.600,Quito,Negociable,USED,Volkswagen,Sedán,Polo,,,,,,,,,,,,,,,,,
2004,273000,16.900,Quito,Negociable,USED,Toyota,Todoterreno,Land Cruiser Prado TX,,,,,,,,,,,,,,,,,
1989,480400,4.900,Quito,Fijo,USED,Suzuki,Coupé,Forsa,,,,,,,,,,,,,,,,,
2004,273000,16.900,Quito,Negociable,USED,Toyota,Todoterreno,Land Cruiser Prado GX,,,,,,,,,,,,,,,,,
2010,261270,9.900,Quito,Fijo,USED,Hyundai,Sedán,Elantra,,,,,,,,,,,,,,,,,
2015,250000,16.500,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Sense,,,,,,,,,,,,,,,,,
2009,201168,20.900,Quito,Negociable,USED,GMC,Todoterreno,Yukon Hibrido,,,,,,,,,,,,,,,,,
2019,22000,29.900,Quito,Negociable,USED,Great Wall,Todoterreno,H6,,,,,,,,,,,,,,,,,
1979,100180,6.900,Quito,Fijo,USED,Suzuki,Todoterreno,LJ 50 LC,,,,,,,,,,,,,,,,,
2018,107098,28.900,Quito,Negociable,USED,Volkswagen,Camioneta Doble Cabina,Amarok 4x4,,,,,,,,,,,,,,,,,
2001,330196,10.900,Quito,Fijo,USED,Nissan,Todoterreno,Pathfinder,,,,,,,,,,,,,,,,,
2018,88250,21.800,Quito,Negociable,USED,Mazda,Hatchback (5 Puertas),CX-3 ENTRY,,,,,,,,,,,,,,,,,
2018,88250,21.800,Quito,Negociable,USED,Mazda,Hatchback (5 Puertas),CX-3 Full,,,,,,,,,,,,,,,,,
2018,88250,21.800,Quito,Negociable,USED,Mazda,Hatchback (5 Puertas),CX-3,,,,,,,,,,,,,,,,,
2009,234753,11.900,Quito,Fijo,USED,Hyundai,Todoterreno,Tucson,,,,,,,,,,,,,,,,,
1998,411501,7.900,Quito,Fijo,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2017,98000,22.600,Quito,Fijo,USED,Kia,Todoterreno,SPORTAGE GT LINE AT,,,,,,,,,,,,,,,,,
2018,137000,16.900,Quito,Negociable,USED,Peugeot,Camioneta Cabina Simple,Partner,,,,,,,,,,,,,,,,,
2018,137000,16.900,Quito,Negociable,USED,Peugeot,Van de Carga,PARTNER PRO LG,,,,,,,,,,,,,,,,,
2013,119000,19.900,Quito,Negociable,USED,Dodge,Todoterreno,Journey SE,,,,,,,,,,,,,,,,,
2009,142000,235.000,Quito,Negociable,USED,BMW,Sedán,325i,,,,,,,,,,,,,,,,,
2000,310000,11.300,Quito,Negociable,USED,Nissan,Todoterreno,Pathfinder,,,,,,,,,,,,,,,,,
2018,49000,29.900,Quito,Negociable,USED,Mazda,Todoterreno,CX-5,,,,,,,,,,,,,,,,,
2018,157765,36.500,Quito,Negociable,USED,Chevrolet,Todoterreno,TrailBlazer DSL LTZ TA 2.8,,,,,,,,,,,,,,,,,
2018,157765,36.500,Quito,Negociable,USED,Chevrolet,Todoterreno,Trailblazer,,,,,,,,,,,,,,,,,
2021,90000,14.900,Quito,Negociable,USED,Suzuki,Todoterreno,LJ 50 LC,#1702383,100180 Kms,Manuales,Manual,Gasolina,Calefacción,4 x 4,Café,0,Mecánica,1000,Tela,Pichincha,,,,
2019,29000,26.900,Quito,Negociable,USED,Nissan,Camioneta Doble Cabina,Frontier,,,,,,,,,,,,,,,,,
2017,54000,27.400,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail,,,,,,,,,,,,,,,,,
2017,54000,27.400,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Advance,,,,,,,,,,,,,,,,,
2014,138000,17.900,Quito,Negociable,USED,Mitsubishi,Todoterreno,Outlander,,,,,,,,,,,,,,,,,
2006,230000,10.200,Quito,Negociable,USED,Chevrolet,Todoterreno,Trailblazer,,,,,,,,,,,,,,,,,
2005,259180,7.900,Quito,Fijo,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2022,26038,15.900,Quito,Fijo,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
2019,17165,18.900,Quito,Fijo,USED,Ssangyong,Crossover,XLV,,,,,,,,,,,,,,,,,
2018,300,11.900,Quito,Fijo,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2011,242000,15.000,Quito,Negociable,USED,Hyundai,Todoterreno,Santa Fe,,,,,,,,,,,,,,,,,
2014,172946,12.900,Quito,Fijo,USED,Volkswagen,Sedán,New Jetta,,,,,,,,,,,,,,,,,
2013,119000,19.900,Quito,Negociable,USED,Dodge,Todoterreno,Journey,,,,,,,,,,,,,,,,,
2021,64083,12.900,Quito,Fijo,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
2011,78583,38.000,Quito,Negociable,USED,Porsche,Todoterreno Ligero,Cayenne S e-Hybrid,,,,,,,,,,,,,,,,,
2017,98000,22.600,Quito,Negociable,USED,Kia,Todoterreno,Sportage GT,,,,,,,,,,,,,,,,,
2006,220206,5.900,Quito,Fijo,USED,Fiat,Hatchback (5 Puertas),Palio,,,,,,,,,,,,,,,,,
2011,300,26.900,Quito,Fijo,USED,Mercedes Benz,Sedán,C180,,,,,,,,,,,,,,,,,
2017,98000,22.600,Quito,Negociable,USED,Kia,Todoterreno,SPORTAGE R GTI,,,,,,,,,,,,,,,,,
2018,49000,29.900,Quito,Negociable,USED,Mazda,Todoterreno,CX-5,,,,,,,,,,,,,,,,,
2010,138000,13.900,Quito,Negociable,USED,Ford,Todoterreno,Escape,,,,,,,,,,,,,,,,,
2013,82195,8.900,Quito,Fijo,USED,Kia,Sedán,Rio Stylus,,,,,,,,,,,,,,,,,
1977,508000,5.900,Quito,Negociable,USED,Ford,Camioneta Cabina Simple,F250,,,,,,,,,,,,,,,,,
2022,17000,52.400,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
2008,184914,10.600,Quito,Negociable,USED,Chevrolet,Sedán,Aveo,,,,,,,,,,,,,,,,,
2006,250983,9.900,Quito,Fijo,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2013,169303,11.900,Quito,Fijo,USED,Kia,Todoterreno,Sportage LX,,,,,,,,,,,,,,,,,
2015,99000,22.900,Quito,Negociable,USED,Mazda,Todoterreno,CX-5 Full,,,,,,,,,,,,,,,,,
2009,163655,14.800,Quito,Fijo,USED,Ford,Camioneta Doble Cabina,Sport Track,,,,,,,,,,,,,,,,,
2003,194478,10.900,Quito,Negociable,USED,Ford,Camioneta Cabina Simple,F150 Flareside,,,,,,,,,,,,,,,,,
2020,47689,12.900,Quito,Fijo,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
2001,241425,10.900,Quito,Fijo,USED,Mercedes Benz,Todoterreno,ML 320,,,,,,,,,,,,,,,,,
